Area,YEAR.WEEK,SUMMER,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,DAYS,UNEMPLOYMENT,UTILITY.GAS,CRIMES
WP,2014.27,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,829
WP,2014.28,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,878
WP,2014.29,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,865
WP,2014.3,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,880
WP,2014.31,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,763
WP,2014.32,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,812
WP,2014.33,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,799
WP,2014.34,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,729
WP,2014.35,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.144,829
WP,2014.36,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.144,786
WP,2014.37,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.144,756
WP,2014.38,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.144,743
WP,2014.39,0,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.144,846
WP,2014.4,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,769
WP,2014.41,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,765
WP,2014.42,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,718
WP,2014.43,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,759
WP,2014.44,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,751
WP,2014.45,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,656
WP,2014.46,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,567
WP,2014.47,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,563
WP,2014.48,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,552
WP,2014.49,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,602
WP,2014.5,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,611
WP,2014.51,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,491
WP,2014.52,0,0,0,0,0,0,0,0,0,0,0,1,3,45875,1.146,235
WP,2015,0,0,0,0,0,0,0,0,0,0,0,0,4,54104,1.14,273
WP,2015.01,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,529
WP,2015.02,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,603
WP,2015.03,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,604
WP,2015.04,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,535
WP,2015.05,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,638
WP,2015.06,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,531
WP,2015.07,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,469
WP,2015.08,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,547
WP,2015.09,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,519
WP,2015.1,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,621
WP,2015.11,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,612
WP,2015.12,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,595
WP,2015.13,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,780
WP,2015.14,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,695
WP,2015.15,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,709
WP,2015.16,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,715
WP,2015.17,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,776
WP,2015.18,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.118,758
WP,2015.19,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.118,766
WP,2015.2,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.118,740
WP,2015.21,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.118,707
WP,2015.22,0,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.039,721
WP,2015.23,0,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.039,782
WP,2015.24,1,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.039,788
WP,2015.25,1,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.039,722
WP,2015.26,1,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.039,757
WP,2015.27,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,764
WP,2015.28,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,802
WP,2015.29,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,803
WP,2015.3,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,894
WP,2015.31,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,754
WP,2015.32,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,795
WP,2015.33,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,768
WP,2015.34,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,816
WP,2015.35,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,799
WP,2015.36,1,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,749
WP,2015.37,1,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,822
WP,2015.38,1,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,614
WP,2015.39,0,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,581
WP,2015.4,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.999,750
WP,2015.41,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.999,730
WP,2015.42,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.999,725
WP,2015.43,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.999,628
WP,2015.44,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.999,688
WP,2015.45,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.999,608
WP,2015.46,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.999,620
WP,2015.47,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.999,526
WP,2015.48,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.999,641
WP,2015.49,0,0,0,0,0,0,0,0,0,0,0,1,7,36459,0.954,635
WP,2015.5,0,0,0,0,0,0,0,0,0,0,0,1,7,36459,0.954,595
WP,2015.51,0,0,0,0,0,0,0,0,0,0,0,1,7,36459,0.954,474
WP,2015.52,0,0,0,0,0,0,0,0,0,0,0,1,4,36459,0.954,337
WP,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,44152,0.954,196
WP,2016.01,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.954,481
WP,2016.02,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.954,487
WP,2016.03,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.954,422
WP,2016.04,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.954,437
WP,2016.05,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,491
WP,2016.06,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,425
WP,2016.07,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,493
WP,2016.08,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,491
WP,2016.09,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,519
WP,2016.1,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,545
WP,2016.11,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,519
WP,2016.12,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,519
WP,2016.13,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,562
WP,2016.14,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,514
WP,2016.15,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,601
WP,2016.16,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,602
WP,2016.17,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,596
WP,2016.18,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,624
WP,2016.19,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,600
WP,2016.2,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,607
WP,2016.21,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,660
WP,2016.22,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,616
WP,2016.23,0,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,579
WP,2016.24,0,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,583
WP,2016.25,1,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,708
WP,2016.26,1,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,635
WP,2016.27,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,646
WP,2016.28,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,622
WP,2016.29,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,493
WP,2016.3,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,523
WP,2016.31,1,0,0,0,0,0,0,1,0,0,0,0,7,54853,0.993,609
WP,2016.32,1,0,0,0,0,0,0,1,0,0,0,0,7,54853,0.993,627
WP,2016.33,1,0,0,0,0,0,0,1,0,0,0,0,3,54853,0.993,276
NP,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,39889,1.705,241
NP,2006.01,0,0,0,0,0,0,0,0,0,0,0,0,7,39889,1.705,2041
NP,2006.02,0,0,0,0,0,0,0,0,0,0,0,0,7,39889,1.705,2064
NP,2006.03,0,0,0,0,0,0,0,0,0,0,0,0,7,39889,1.705,2096
NP,2006.04,0,0,0,0,0,0,0,0,0,0,0,0,7,39889,1.705,1962
NP,2006.05,0,0,0,0,0,0,0,0,0,0,0,0,7,39889,1.705,2066
NP,2006.06,0,1,0,0,0,0,0,0,0,0,0,0,7,39051,1.705,1711
NP,2006.07,0,1,0,0,0,0,0,0,0,0,0,0,7,39051,1.705,1732
NP,2006.08,0,1,0,0,0,0,0,0,0,0,0,0,7,39051,1.705,1902
NP,2006.09,0,1,0,0,0,0,0,0,0,0,0,0,7,39051,1.705,1826
NP,2006.1,0,0,1,0,0,0,0,0,0,0,0,0,7,37543,1.671,1990
NP,2006.11,0,0,1,0,0,0,0,0,0,0,0,0,7,37543,1.671,2037
NP,2006.12,0,0,1,0,0,0,0,0,0,0,0,0,7,37543,1.671,1887
NP,2006.13,0,0,1,0,0,0,0,0,0,0,0,0,7,37543,1.671,2035
NP,2006.14,0,0,0,1,0,0,0,0,0,0,0,0,7,35645,1.663,1903
NP,2006.15,0,0,0,1,0,0,0,0,0,0,0,0,7,35645,1.663,2262
NP,2006.16,0,0,0,1,0,0,0,0,0,0,0,0,7,35645,1.663,1999
NP,2006.17,0,0,0,1,0,0,0,0,0,0,0,0,7,35645,1.663,2008
NP,2006.18,0,0,0,0,1,0,0,0,0,0,0,0,7,37946,1.663,2041
NP,2006.19,0,0,0,0,1,0,0,0,0,0,0,0,7,37946,1.663,2053
NP,2006.2,0,0,0,0,1,0,0,0,0,0,0,0,7,37946,1.663,2069
NP,2006.21,0,0,0,0,1,0,0,0,0,0,0,0,7,37946,1.663,2158
NP,2006.22,0,0,0,0,1,0,0,0,0,0,0,0,7,37946,1.663,1997
NP,2006.23,0,0,0,0,0,1,0,0,0,0,0,0,7,40179,1.598,2204
NP,2006.24,0,0,0,0,0,1,0,0,0,0,0,0,7,40179,1.598,2204
NP,2006.25,1,0,0,0,0,1,0,0,0,0,0,0,7,40179,1.598,2192
NP,2006.26,1,0,0,0,0,1,0,0,0,0,0,0,7,40179,1.598,2135
NP,2006.27,1,0,0,0,0,0,1,0,0,0,0,0,7,42513,1.603,1980
NP,2006.28,1,0,0,0,0,0,1,0,0,0,0,0,7,42513,1.603,2308
NP,2006.29,1,0,0,0,0,0,1,0,0,0,0,0,7,42513,1.603,2255
NP,2006.3,1,0,0,0,0,0,1,0,0,0,0,0,7,42513,1.603,2187
NP,2006.31,1,0,0,0,0,0,1,0,0,0,0,0,7,42513,1.603,2225
NP,2006.32,1,0,0,0,0,0,0,1,0,0,0,0,7,41035,1.603,2315
NP,2006.33,1,0,0,0,0,0,0,1,0,0,0,0,7,41035,1.603,2340
NP,2006.34,1,0,0,0,0,0,0,1,0,0,0,0,7,41035,1.603,2232
NP,2006.35,1,0,0,0,0,0,0,1,0,0,0,0,7,41035,1.603,2050
NP,2006.36,1,0,0,0,0,0,0,0,1,0,0,0,7,38005,1.543,2139
NP,2006.37,1,0,0,0,0,0,0,0,1,0,0,0,7,38005,1.543,2147
NP,2006.38,1,0,0,0,0,0,0,0,1,0,0,0,7,38005,1.543,2228
NP,2006.39,0,0,0,0,0,0,0,0,1,0,0,0,7,38005,1.543,2342
NP,2006.4,0,0,0,0,0,0,0,0,0,1,0,0,7,35581,1.515,2061
NP,2006.41,0,0,0,0,0,0,0,0,0,1,0,0,7,35581,1.515,2100
NP,2006.42,0,0,0,0,0,0,0,0,0,1,0,0,7,35581,1.515,2276
NP,2006.43,0,0,0,0,0,0,0,0,0,1,0,0,7,35581,1.515,2241
NP,2006.44,0,0,0,0,0,0,0,0,0,1,0,0,7,35581,1.515,2223
NP,2006.45,0,0,0,0,0,0,0,0,0,0,1,0,7,36787,1.514,2222
NP,2006.46,0,0,0,0,0,0,0,0,0,0,1,0,7,36787,1.514,2135
NP,2006.47,0,0,0,0,0,0,0,0,0,0,1,0,7,36787,1.514,1955
NP,2006.48,0,0,0,0,0,0,0,0,0,0,1,0,7,36787,1.514,2275
NP,2006.49,0,0,0,0,0,0,0,0,0,0,0,1,7,34511,1.483,1951
NP,2006.5,0,0,0,0,0,0,0,0,0,0,0,1,7,34511,1.483,2197
NP,2006.51,0,0,0,0,0,0,0,0,0,0,0,1,7,34511,1.483,1927
NP,2006.52,0,0,0,0,0,0,0,0,0,0,0,1,7,34511,1.483,1858
NP,2007.01,0,0,0,0,0,0,0,0,0,0,0,0,7,40482,1.482,2010
NP,2007.02,0,0,0,0,0,0,0,0,0,0,0,0,7,40482,1.482,2077
NP,2007.03,0,0,0,0,0,0,0,0,0,0,0,0,7,40482,1.482,1998
NP,2007.04,0,0,0,0,0,0,0,0,0,0,0,0,7,40482,1.482,1842
NP,2007.05,0,0,0,0,0,0,0,0,0,0,0,0,7,40482,1.482,1861
NP,2007.06,0,1,0,0,0,0,0,0,0,0,0,0,7,36592,1.482,1827
NP,2007.07,0,1,0,0,0,0,0,0,0,0,0,0,7,36592,1.482,1474
NP,2007.08,0,1,0,0,0,0,0,0,0,0,0,0,7,36592,1.482,1760
NP,2007.09,0,1,0,0,0,0,0,0,0,0,0,0,7,36592,1.482,1941
NP,2007.1,0,0,1,0,0,0,0,0,0,0,0,0,7,34860,1.512,1886
NP,2007.11,0,0,1,0,0,0,0,0,0,0,0,0,7,34860,1.512,1792
NP,2007.12,0,0,1,0,0,0,0,0,0,0,0,0,7,34860,1.512,2062
NP,2007.13,0,0,1,0,0,0,0,0,0,0,0,0,7,34860,1.512,2352
NP,2007.14,0,0,0,1,0,0,0,0,0,0,0,0,7,32915,1.505,2203
NP,2007.15,0,0,0,1,0,0,0,0,0,0,0,0,7,32915,1.505,2017
NP,2007.16,0,0,0,1,0,0,0,0,0,0,0,0,7,32915,1.505,2143
NP,2007.17,0,0,0,1,0,0,0,0,0,0,0,0,7,32915,1.505,2256
NP,2007.18,0,0,0,1,0,0,0,0,0,0,0,0,7,32915,1.505,2135
NP,2007.19,0,0,0,0,1,0,0,0,0,0,0,0,7,36947,1.506,2243
NP,2007.2,0,0,0,0,1,0,0,0,0,0,0,0,7,36947,1.506,2056
NP,2007.21,0,0,0,0,1,0,0,0,0,0,0,0,7,36947,1.506,2186
NP,2007.22,0,0,0,0,1,0,0,0,0,0,0,0,7,36947,1.506,2104
NP,2007.23,0,0,0,0,0,1,0,0,0,0,0,0,7,39493,1.512,2050
NP,2007.24,0,0,0,0,0,1,0,0,0,0,0,0,7,39493,1.512,2092
NP,2007.25,1,0,0,0,0,1,0,0,0,0,0,0,7,39493,1.512,2071
NP,2007.26,1,0,0,0,0,1,0,0,0,0,0,0,7,39493,1.512,2079
NP,2007.27,1,0,0,0,0,0,1,0,0,0,0,0,7,41661,1.513,2140
NP,2007.28,1,0,0,0,0,0,1,0,0,0,0,0,7,41661,1.513,2255
NP,2007.29,1,0,0,0,0,0,1,0,0,0,0,0,7,41661,1.513,2090
NP,2007.3,1,0,0,0,0,0,1,0,0,0,0,0,7,41661,1.513,2038
NP,2007.31,1,0,0,0,0,0,1,0,0,0,0,0,7,41661,1.513,2120
NP,2007.32,1,0,0,0,0,0,0,1,0,0,0,0,7,39871,1.513,2095
NP,2007.33,1,0,0,0,0,0,0,1,0,0,0,0,7,39871,1.513,2084
NP,2007.34,1,0,0,0,0,0,0,1,0,0,0,0,7,39871,1.513,2073
NP,2007.35,1,0,0,0,0,0,0,1,0,0,0,0,7,39871,1.513,2158
NP,2007.36,1,0,0,0,0,0,0,0,1,0,0,0,7,38460,1.491,2019
NP,2007.37,1,0,0,0,0,0,0,0,1,0,0,0,7,38460,1.491,2073
NP,2007.38,1,0,0,0,0,0,0,0,1,0,0,0,7,38460,1.491,1985
NP,2007.39,0,0,0,0,0,0,0,0,1,0,0,0,7,38460,1.491,2123
NP,2007.4,0,0,0,0,0,0,0,0,0,1,0,0,7,37868,1.49,2105
NP,2007.41,0,0,0,0,0,0,0,0,0,1,0,0,7,37868,1.49,1976
NP,2007.42,0,0,0,0,0,0,0,0,0,1,0,0,7,37868,1.49,2076
NP,2007.43,0,0,0,0,0,0,0,0,0,1,0,0,7,37868,1.49,2003
NP,2007.44,0,0,0,0,0,0,0,0,0,1,0,0,7,37868,1.49,1852
NP,2007.45,0,0,0,0,0,0,0,0,0,0,1,0,7,36908,1.499,1827
NP,2007.46,0,0,0,0,0,0,0,0,0,0,1,0,7,36908,1.499,2032
NP,2007.47,0,0,0,0,0,0,0,0,0,0,1,0,7,36908,1.499,1758
NP,2007.48,0,0,0,0,0,0,0,0,0,0,1,0,7,36908,1.499,2105
NP,2007.49,0,0,0,0,0,0,0,0,0,0,0,1,7,37439,1.485,1923
NP,2007.5,0,0,0,0,0,0,0,0,0,0,0,1,7,37439,1.485,2021
NP,2007.51,0,0,0,0,0,0,0,0,0,0,0,1,7,37439,1.485,1845
NP,2007.52,0,0,0,0,0,0,0,0,0,0,0,1,7,37439,1.485,1677
NP,2007.53,0,0,0,0,0,0,0,0,0,0,0,1,1,37439,1.485,219
NP,2008,0,0,0,0,0,0,0,0,0,0,0,0,6,42908,1.481,1494
NP,2008.01,0,0,0,0,0,0,0,0,0,0,0,0,7,42908,1.481,2084
NP,2008.02,0,0,0,0,0,0,0,0,0,0,0,0,7,42908,1.481,1839
NP,2008.03,0,0,0,0,0,0,0,0,0,0,0,0,7,42908,1.481,1823
NP,2008.04,0,0,0,0,0,0,0,0,0,0,0,0,7,42908,1.481,1861
NP,2008.05,0,1,0,0,0,0,0,0,0,0,0,0,7,40772,1.483,1947
NP,2008.06,0,1,0,0,0,0,0,0,0,0,0,0,7,40772,1.483,1729
NP,2008.07,0,1,0,0,0,0,0,0,0,0,0,0,7,40772,1.483,1882
NP,2008.08,0,1,0,0,0,0,0,0,0,0,0,0,7,40772,1.483,2006
NP,2008.09,0,0,1,0,0,0,0,0,0,0,0,0,7,40379,1.534,2052
NP,2008.1,0,0,1,0,0,0,0,0,0,0,0,0,7,40379,1.534,2233
NP,2008.11,0,0,1,0,0,0,0,0,0,0,0,0,7,40379,1.534,1967
NP,2008.12,0,0,1,0,0,0,0,0,0,0,0,0,7,40379,1.534,2106
NP,2008.13,0,0,1,0,0,0,0,0,0,0,0,0,7,40379,1.534,2071
NP,2008.14,0,0,0,1,0,0,0,0,0,0,0,0,7,36775,1.528,2173
NP,2008.15,0,0,0,1,0,0,0,0,0,0,0,0,7,36775,1.528,2277
NP,2008.16,0,0,0,1,0,0,0,0,0,0,0,0,7,36775,1.528,2153
NP,2008.17,0,0,0,1,0,0,0,0,0,0,0,0,7,36775,1.528,1990
NP,2008.18,0,0,0,0,1,0,0,0,0,0,0,0,7,42376,1.528,1853
NP,2008.19,0,0,0,0,1,0,0,0,0,0,0,0,7,42376,1.528,1755
NP,2008.2,0,0,0,0,1,0,0,0,0,0,0,0,7,42376,1.528,2151
NP,2008.21,0,0,0,0,1,0,0,0,0,0,0,0,7,42376,1.528,2189
NP,2008.22,0,0,0,0,0,1,0,0,0,0,0,0,7,44833,1.712,2076
NP,2008.23,0,0,0,0,0,1,0,0,0,0,0,0,7,44833,1.712,2144
NP,2008.24,1,0,0,0,0,1,0,0,0,0,0,0,7,44833,1.712,2267
NP,2008.25,1,0,0,0,0,1,0,0,0,0,0,0,7,44833,1.712,2188
NP,2008.26,1,0,0,0,0,1,0,0,0,0,0,0,7,44833,1.712,2089
NP,2008.27,1,0,0,0,0,0,1,0,0,0,0,0,7,47496,1.712,2145
NP,2008.28,1,0,0,0,0,0,1,0,0,0,0,0,7,47496,1.712,2181
NP,2008.29,1,0,0,0,0,0,1,0,0,0,0,0,7,47496,1.712,2170
NP,2008.3,1,0,0,0,0,0,1,0,0,0,0,0,7,47496,1.712,2266
NP,2008.31,1,0,0,0,0,0,0,1,0,0,0,0,7,48560,1.712,2232
NP,2008.32,1,0,0,0,0,0,0,1,0,0,0,0,7,48560,1.712,2152
NP,2008.33,1,0,0,0,0,0,0,1,0,0,0,0,7,48560,1.712,2342
NP,2008.34,1,0,0,0,0,0,0,1,0,0,0,0,7,48560,1.712,2313
NP,2008.35,1,0,0,0,0,0,0,0,1,0,0,0,7,45534,1.663,1939
NP,2008.36,1,0,0,0,0,0,0,0,1,0,0,0,7,45534,1.663,1986
NP,2008.37,1,0,0,0,0,0,0,0,1,0,0,0,7,45534,1.663,2048
NP,2008.38,1,0,0,0,0,0,0,0,1,0,0,0,7,45534,1.663,1827
NP,2008.39,0,0,0,0,0,0,0,0,1,0,0,0,7,45534,1.663,1915
NP,2008.4,0,0,0,0,0,0,0,0,0,1,0,0,7,47123,1.683,1895
NP,2008.41,0,0,0,0,0,0,0,0,0,1,0,0,7,47123,1.683,2025
NP,2008.42,0,0,0,0,0,0,0,0,0,1,0,0,7,47123,1.683,1799
NP,2008.43,0,0,0,0,0,0,0,0,0,1,0,0,7,47123,1.683,1684
NP,2008.44,0,0,0,0,0,0,0,0,0,0,1,0,7,47956,1.698,1899
NP,2008.45,0,0,0,0,0,0,0,0,0,0,1,0,7,47956,1.698,2034
NP,2008.46,0,0,0,0,0,0,0,0,0,0,1,0,7,47956,1.698,1680
NP,2008.47,0,0,0,0,0,0,0,0,0,0,1,0,7,47956,1.698,1674
NP,2008.48,0,0,0,0,0,0,0,0,0,0,0,1,7,50439,1.606,1868
NP,2008.49,0,0,0,0,0,0,0,0,0,0,0,1,7,50439,1.606,1901
NP,2008.5,0,0,0,0,0,0,0,0,0,0,0,1,7,50439,1.606,1833
NP,2008.51,0,0,0,0,0,0,0,0,0,0,0,1,7,50439,1.606,1458
NP,2008.52,0,0,0,0,0,0,0,0,0,0,0,1,3,50439,1.606,782
NP,2009,0,0,0,0,0,0,0,0,0,0,0,0,4,59947,1.606,913
NP,2009.01,0,0,0,0,0,0,0,0,0,0,0,0,7,59947,1.606,1774
NP,2009.02,0,0,0,0,0,0,0,0,0,0,0,0,7,59947,1.606,1598
NP,2009.03,0,0,0,0,0,0,0,0,0,0,0,0,7,59947,1.606,1667
NP,2009.04,0,0,0,0,0,0,0,0,0,0,0,0,7,59947,1.606,1549
NP,2009.05,0,1,0,0,0,0,0,0,0,0,0,0,7,61315,1.606,1670
NP,2009.06,0,1,0,0,0,0,0,0,0,0,0,0,7,61315,1.606,1807
NP,2009.07,0,1,0,0,0,0,0,0,0,0,0,0,7,61315,1.606,1706
NP,2009.08,0,1,0,0,0,0,0,0,0,0,0,0,7,61315,1.606,1764
NP,2009.09,0,0,1,0,0,0,0,0,0,0,0,0,7,60996,1.487,1730
NP,2009.1,0,0,1,0,0,0,0,0,0,0,0,0,7,60996,1.487,1960
NP,2009.11,0,0,1,0,0,0,0,0,0,0,0,0,7,60996,1.487,1948
NP,2009.12,0,0,1,0,0,0,0,0,0,0,0,0,7,60996,1.487,2000
NP,2009.13,0,0,1,0,0,0,0,0,0,0,0,0,7,60996,1.487,2120
NP,2009.14,0,0,0,1,0,0,0,0,0,0,0,0,7,56296,1.48,2188
NP,2009.15,0,0,0,1,0,0,0,0,0,0,0,0,7,56296,1.48,1862
NP,2009.16,0,0,0,1,0,0,0,0,0,0,0,0,7,56296,1.48,1936
NP,2009.17,0,0,0,1,0,0,0,0,0,0,0,0,7,56296,1.48,1889
NP,2009.18,0,0,0,0,1,0,0,0,0,0,0,0,7,62571,1.483,1937
NP,2009.19,0,0,0,0,1,0,0,0,0,0,0,0,7,62571,1.483,1965
NP,2009.2,0,0,0,0,1,0,0,0,0,0,0,0,7,62571,1.483,2009
NP,2009.21,0,0,0,0,1,0,0,0,0,0,0,0,7,62571,1.483,2120
NP,2009.22,0,0,0,0,0,1,0,0,0,0,0,0,7,65829,1.398,1928
NP,2009.23,0,0,0,0,0,1,0,0,0,0,0,0,7,65829,1.398,1956
NP,2009.24,1,0,0,0,0,1,0,0,0,0,0,0,7,65829,1.398,1934
NP,2009.25,1,0,0,0,0,1,0,0,0,0,0,0,7,65829,1.398,2095
NP,2009.26,1,0,0,0,0,1,0,0,0,0,0,0,7,65829,1.398,1959
NP,2009.27,1,0,0,0,0,0,1,0,0,0,0,0,7,68442,1.398,1988
NP,2009.28,1,0,0,0,0,0,1,0,0,0,0,0,7,68442,1.398,2001
NP,2009.29,1,0,0,0,0,0,1,0,0,0,0,0,7,68442,1.398,2008
NP,2009.3,1,0,0,0,0,0,1,0,0,0,0,0,7,68442,1.398,1922
NP,2009.31,1,0,0,0,0,0,0,1,0,0,0,0,7,67983,1.398,2016
NP,2009.32,1,0,0,0,0,0,0,1,0,0,0,0,7,67983,1.398,1888
NP,2009.33,1,0,0,0,0,0,0,1,0,0,0,0,7,67983,1.398,1871
NP,2009.34,1,0,0,0,0,0,0,1,0,0,0,0,7,67983,1.398,1929
NP,2009.35,1,0,0,0,0,0,0,1,0,0,0,0,7,67983,1.398,1955
NP,2009.36,1,0,0,0,0,0,0,0,1,0,0,0,7,65854,1.378,1645
NP,2009.37,1,0,0,0,0,0,0,0,1,0,0,0,7,65854,1.378,1800
NP,2009.38,1,0,0,0,0,0,0,0,1,0,0,0,7,65854,1.378,1832
NP,2009.39,0,0,0,0,0,0,0,0,1,0,0,0,7,65854,1.378,1807
NP,2009.4,0,0,0,0,0,0,0,0,0,1,0,0,7,65774,1.321,1882
NP,2009.41,0,0,0,0,0,0,0,0,0,1,0,0,7,65774,1.321,1550
NP,2009.42,0,0,0,0,0,0,0,0,0,1,0,0,7,65774,1.321,1750
NP,2009.43,0,0,0,0,0,0,0,0,0,1,0,0,7,65774,1.321,1758
NP,2009.44,0,0,0,0,0,0,0,0,0,0,1,0,7,64266,1.325,1662
NP,2009.45,0,0,0,0,0,0,0,0,0,0,1,0,7,64266,1.325,1807
